transaction_id,product_category,sub_category,brand_tier,customer_segment,customer_region,channel,day_of_week,season,payment_method,device_type,base_price,competitor_price,discount_pct,units_sold,marketing_spend,customer_rating,review_count,return_rate,inventory_days,page_views,shipping_cost,wishlist_adds,repeat_purchase,is_featured,flash_sale,revenue_usd
TXN-0018947,Fashion,Men Clothing,Mid-Range,New,Europe,Email,Sunday,Summer,Bank Transfer,Desktop,45.5,41.69,0.0,6,0.0,,33.0,0.037,51,360.0,21.11,5.0,0,0,0,251.05
TXN-0018948,Home & Garden,Furniture,Premium,Loyal,North America,Direct,Saturday,Winter,PayPal,Desktop,140.59,152.46,2.3,2,,4.2,0.0,0.384,38,,8.09,3.0,1,1,0,294.17
TXN-0018949,Books,Non-Fiction,Mid-Range,Churned,Europe,Marketplace,Saturday,Winter,PayPal,Desktop,20.41,30.13,20.4,5,0.0,,9.0,,64,198.0,14.47,,0,0,0,78.46
TXN-0018950,Home & Garden,Bedding,Mid-Range,New,North America,Affiliate,Wednesday,Summer,PayPal,Mobile,62.34,71.9,1.5,6,0.0,4.1,18.0,0.075,32,463.0,8.84,3.0,0,0,1,553.84
TXN-0018951,Automotive,Interior,Budget,Loyal,Europe,Paid Search,Saturday,Summer,Credit Card,Mobile,40.52,34.82,23.6,4,0.0,4.8,0.0,0.016,26,10.0,7.21,3.0,1,0,0,141.26
TXN-0018952,Home & Garden,Storage,Budget,New,Asia Pacific,Direct,Wednesday,Spring,PayPal,Tablet,51.66,47.21,6.5,7,0.0,3.6,48.0,0.249,2,,19.33,1.0,0,0,0,383.7
TXN-0018953,Books,Self-Help,Mid-Range,Returning,Asia Pacific,Email,Wednesday,Winter,PayPal,Tablet,20.73,12.05,0.0,7,0.0,3.0,0.0,0.011,9,37.0,19.95,5.0,0,0,0,158.84
TXN-0018954,Beauty,Haircare,Mid-Range,Churned,North America,Organic Search,Tuesday,Spring,Debit Card,Desktop,30.91,29.15,5.3,10,29.62,4.6,0.0,0.074,23,386.0,7.44,4.0,0,0,0,286.5
TXN-0018955,Toys,Board Games,Mid-Range,Returning,Asia Pacific,Organic Search,Sunday,Spring,PayPal,Desktop,40.28,42.81,13.4,10,0.0,3.1,,0.088,29,72.0,14.42,3.0,0,0,0,319.89
TXN-0018956,Sports,Outdoor,Budget,Returning,Latin America,Marketplace,Wednesday,Winter,Buy Now Pay Later,Tablet,35.19,38.21,0.0,5,0.0,3.8,11.0,0.194,24,1341.0,17.08,2.0,0,0,0,178.18
TXN-0018957,Food & Grocery,Organic,Premium,Returning,Europe,Social Media,Sunday,Fall,PayPal,Desktop,63.49,75.34,11.0,4,0.0,3.4,,0.018,23,768.0,9.04,2.0,0,0,0,228.55
TXN-0018958,Automotive,Safety,Luxury,New,North America,Paid Search,Thursday,Spring,Debit Card,Mobile,1016.46,1238.29,0.0,6,0.0,3.1,0.0,0.411,23,189.0,7.96,6.0,0,0,0,6119.21
TXN-0018959,Fashion,Women Clothing,Luxury,VIP,Middle East,Affiliate,Tuesday,Fall,Credit Card,Mobile,372.44,430.45,8.9,1,0.0,3.4,10.0,0.005,9,110.0,9.34,2.0,1,0,1,1206.0
TXN-0018960,Beauty,Haircare,Luxury,New,Middle East,Direct,Wednesday,Winter,Debit Card,Mobile,207.59,,0.0,8,239.87,4.7,19.0,0.113,15,1197.0,20.47,4.0,0,0,1,2162.28
TXN-0018961,Beauty,Fragrance,Mid-Range,Returning,Latin America,Direct,Friday,Fall,Bank Transfer,Mobile,43.66,45.97,2.6,1,0.0,4.5,7.0,,8,57.0,16.66,2.0,0,1,0,67.28
TXN-0018962,Sports,Outdoor,Mid-Range,New,North America,Direct,Monday,Winter,Bank Transfer,Mobile,74.67,70.58,1.0,9,1670.71,4.3,0.0,0.118,47,426.0,6.03,4.0,0,0,0,790.99
TXN-0018963,Toys,Action Figures,Mid-Range,Loyal,Asia Pacific,Paid Search,Monday,Fall,Debit Card,Desktop,37.3,27.49,0.0,8,,3.1,27.0,0.107,15,323.0,7.51,1.0,1,0,0,305.52
TXN-0018964,Books,Non-Fiction,Luxury,New,Europe,Direct,Friday,Spring,Bank Transfer,Mobile,83.1,80.03,5.6,12,0.0,4.8,26.0,0.014,59,387.0,6.13,4.0,0,0,0,944.74
TXN-0018965,Beauty,Personal Care,Luxury,New,Latin America,Organic Search,Friday,Spring,PayPal,Desktop,280.92,240.82,1.0,5,0.0,,,0.398,36,270.0,10.95,2.0,0,0,0,1392.49
TXN-0018966,Books,Fiction,Premium,New,North America,Social Media,Wednesday,Summer,Debit Card,Mobile,31.44,34.98,12.6,3,478.21,4.2,,0.055,8,122.0,8.38,1.0,0,0,0,148.02
TXN-0018967,Books,Comics,Premium,VIP,North America,Organic Search,Wednesday,Spring,Credit Card,Mobile,66.51,76.48,10.5,10,0.0,4.4,0.0,0.057,20,784.0,6.33,3.0,1,0,0,590.0
TXN-0018968,Beauty,Personal Care,Budget,Returning,Asia Pacific,Email,Friday,Spring,Debit Card,Mobile,39.35,25.99,0.0,3,212.72,4.7,41.0,0.163,29,337.0,11.91,2.0,0,0,0,137.87
TXN-0018969,Toys,STEM,Mid-Range,Churned,North America,Paid Search,Friday,Winter,Crypto,Tablet,43.37,,0.0,8,0.0,4.6,42.0,0.028,40,371.0,10.88,4.0,0,0,0,332.04
TXN-0018970,Toys,Board Games,Budget,Churned,North America,Organic Search,Wednesday,Winter,PayPal,Desktop,11.87,11.33,12.3,4,98.45,4.8,4.0,0.063,14,214.0,9.88,,0,0,0,53.4
TXN-0018971,Electronics,Tablets,Mid-Range,VIP,North America,Paid Search,Tuesday,Spring,Credit Card,Mobile,213.38,270.0,20.0,6,269.69,3.7,0.0,0.03,23,246.0,6.66,,1,0,0,1044.63
TXN-0018972,Electronics,Smart Home,Budget,VIP,Latin America,Organic Search,Thursday,Spring,PayPal,Tablet,58.63,56.32,41.2,3,0.0,,13.0,0.098,7,1047.0,20.14,3.0,1,1,0,105.02
TXN-0018973,Electronics,Gaming,Mid-Range,Returning,North America,Social Media,Thursday,Fall,Credit Card,Mobile,386.05,332.92,11.1,16,199.97,4.2,36.0,0.034,24,798.0,7.98,,0,0,0,5489.94
TXN-0018974,Books,Academic,Budget,VIP,Europe,Organic Search,Monday,Fall,Credit Card,Desktop,8.08,,4.8,5,0.0,4.5,54.0,0.158,19,529.0,10.24,2.0,1,0,0,50.19
TXN-0018975,Food & Grocery,Frozen,Premium,Loyal,North America,Paid Search,Thursday,Summer,Credit Card,Mobile,38.05,,4.5,1,0.0,4.4,24.0,0.531,47,297.0,8.45,1.0,1,0,0,58.03
TXN-0018976,Sports,Yoga,Mid-Range,Loyal,Latin America,Marketplace,Friday,Summer,Bank Transfer,Desktop,70.24,61.25,30.9,9,0.0,3.5,5.0,0.129,10,99.0,23.76,4.0,1,0,0,380.8
TXN-0018977,Home & Garden,Garden Tools,Budget,VIP,North America,Email,Saturday,Fall,Credit Card,Desktop,42.15,36.59,25.5,7,0.0,3.3,5.0,0.17,40,84.0,8.1,2.0,1,0,0,269.9
TXN-0018978,Sports,Outdoor,Budget,Loyal,Asia Pacific,Paid Search,Tuesday,Winter,PayPal,Mobile,45.59,51.7,2.6,2,150.7,3.4,5.0,0.027,17,617.0,14.46,,1,1,0,124.07
TXN-0018979,Automotive,Electronics,Budget,Loyal,North America,Email,Friday,Fall,Credit Card,Desktop,60.97,86.6,0.0,5,0.0,3.2,19.0,0.05,18,499.0,5.95,2.0,1,1,0,305.97
TXN-0018980,Automotive,Performance,Premium,Loyal,Middle East,Affiliate,Thursday,Spring,Credit Card,Mobile,315.27,,21.9,2,0.0,3.6,0.0,0.219,54,10.0,29.45,2.0,1,1,0,487.29
TXN-0018981,Electronics,Smartphones,Mid-Range,Loyal,Asia Pacific,Social Media,Monday,Spring,Credit Card,Tablet,310.73,269.35,30.4,4,0.0,4.6,20.0,0.072,14,162.0,13.35,2.0,1,0,0,893.64
TXN-0018982,Jewelry,Earrings,Mid-Range,New,Latin America,Direct,Friday,Summer,Bank Transfer,Desktop,280.13,330.78,0.0,4,0.0,,33.0,,13,577.0,16.33,3.0,0,0,0,1122.13
TXN-0018983,Fashion,Sportswear,Luxury,VIP,South Asia,Paid Search,Saturday,Spring,Debit Card,Tablet,246.85,211.02,14.3,7,0.0,3.3,0.0,0.199,9,51.0,20.05,6.0,1,0,0,1481.63
TXN-0018984,Electronics,Laptops,Premium,New,North America,Social Media,Thursday,Summer,Credit Card,Tablet,544.13,503.51,1.2,9,0.0,4.8,27.0,,31,355.0,8.79,1.0,0,0,0,4824.05
TXN-0018985,Fashion,Accessories,Budget,Loyal,Europe,Referral,Friday,Spring,Buy Now Pay Later,Tablet,31.44,41.58,1.0,5,69.54,2.7,2.0,,48,135.0,17.64,4.0,1,0,0,158.26
TXN-0018986,Fashion,Women Clothing,Premium,Returning,Europe,Direct,Wednesday,Summer,Credit Card,Desktop,119.77,105.78,0.0,5,0.0,3.5,5.0,0.117,37,190.0,9.49,4.0,0,0,0,605.82
TXN-0018987,Electronics,Smart Home,Mid-Range,Returning,Asia Pacific,Email,Saturday,Spring,Crypto,Desktop,274.64,,0.0,1,103.19,3.4,24.0,0.076,19,256.0,18.95,6.0,0,0,0,296.28
TXN-0018988,Books,Non-Fiction,Premium,Loyal,North America,Paid Search,Saturday,Summer,PayPal,Mobile,42.01,35.48,0.0,2,86.85,4.1,23.0,0.176,18,356.0,6.41,7.0,1,1,0,145.17
TXN-0018989,Food & Grocery,Snacks,Mid-Range,Returning,Europe,Email,Saturday,Winter,Credit Card,Mobile,19.43,21.3,0.0,4,0.0,4.3,26.0,0.1,34,241.0,9.32,6.0,0,0,1,129.68
TXN-0018990,Sports,Yoga,Premium,Churned,North America,Affiliate,Tuesday,Spring,Crypto,Desktop,127.13,133.06,6.4,4,0.0,,17.0,0.074,26,192.0,9.04,2.0,0,0,0,482.39
TXN-0018991,Fashion,Footwear,Mid-Range,Loyal,Europe,Paid Search,Sunday,Fall,Bank Transfer,Mobile,42.64,46.66,0.0,8,0.0,3.2,37.0,0.0,7,757.0,11.85,6.0,1,0,0,325.32
TXN-0018992,Toys,Action Figures,Mid-Range,Returning,South Asia,Organic Search,Saturday,Fall,Debit Card,Desktop,28.35,,0.0,4,0.0,3.9,20.0,0.164,34,259.0,13.55,4.0,0,0,0,121.18
TXN-0018993,Toys,STEM,Luxury,Loyal,Asia Pacific,Social Media,Saturday,Winter,Bank Transfer,Mobile,165.59,167.52,22.6,5,32.83,4.7,23.0,0.158,14,276.0,12.1,3.0,1,1,0,648.34
TXN-0018994,Sports,Cycling,Mid-Range,VIP,Asia Pacific,Paid Search,Tuesday,Summer,Credit Card,Mobile,174.11,175.01,68.2,6,670.56,4.2,32.0,0.255,13,857.0,28.33,3.0,1,0,0,344.79
TXN-0018995,Fashion,Men Clothing,Mid-Range,Loyal,Asia Pacific,Social Media,Friday,Fall,Debit Card,Mobile,74.72,95.79,2.7,2,0.0,4.5,0.0,0.087,15,16.0,14.54,3.0,1,0,0,166.96
TXN-0018996,Food & Grocery,Frozen,Premium,Returning,North America,Email,Sunday,Summer,Credit Card,Mobile,73.37,68.16,5.2,6,0.0,,42.0,0.113,56,1254.0,7.47,1.0,0,0,0,435.23
TXN-0018997,Books,Fiction,Mid-Range,New,North America,Paid Search,Wednesday,Winter,Bank Transfer,Desktop,16.98,19.11,0.0,2,0.0,4.3,21.0,0.364,23,249.0,5.93,3.0,0,0,1,89.09
TXN-0018998,Beauty,Makeup,Budget,Loyal,Middle East,Social Media,Tuesday,Winter,Credit Card,Mobile,22.61,29.42,0.0,10,0.0,4.9,33.0,0.093,46,311.0,31.18,2.0,1,0,0,178.88
TXN-0018999,Electronics,Wearables,Mid-Range,VIP,Europe,Social Media,Sunday,Fall,PayPal,Desktop,251.16,208.87,1.0,11,0.0,3.3,36.0,0.079,16,581.0,14.36,7.0,1,1,0,2699.9
TXN-0019000,Fashion,Accessories,Mid-Range,New,North America,Referral,Sunday,Spring,PayPal,Mobile,81.83,88.73,4.3,13,0.0,,14.0,0.092,7,447.0,6.33,3.0,0,0,0,1016.84
TXN-0019001,Sports,Yoga,Mid-Range,Returning,Asia Pacific,Affiliate,Saturday,Summer,PayPal,Desktop,65.54,,3.3,4,0.0,4.6,65.0,0.096,27,681.0,13.09,3.0,0,0,0,261.82
TXN-0019002,Fashion,Men Clothing,Premium,Loyal,Europe,Social Media,Friday,Spring,Bank Transfer,Desktop,121.96,101.64,5.5,10,0.0,2.6,6.0,0.087,9,549.0,11.09,6.0,1,0,0,1142.68
TXN-0019003,Fashion,Bags,Luxury,Loyal,Asia Pacific,Organic Search,Tuesday,Fall,Credit Card,Mobile,357.51,354.06,10.4,2,495.48,3.7,8.0,0.074,30,377.0,9.56,5.0,1,0,0,713.67
TXN-0019004,Electronics,Gaming,Premium,Loyal,North America,Social Media,Wednesday,Winter,PayPal,Tablet,561.44,702.26,5.9,15,0.0,,17.0,0.063,15,268.0,11.27,4.0,1,0,0,7880.26
TXN-0019005,Beauty,Makeup,Premium,Churned,Europe,Affiliate,Saturday,Spring,Debit Card,Mobile,74.49,62.72,1.0,1,132.24,4.5,7.0,0.241,39,210.0,14.21,7.0,0,1,0,109.14
TXN-0019006,Books,Fiction,Budget,Returning,Asia Pacific,Organic Search,Friday,Spring,Credit Card,Mobile,10.82,6.35,0.0,2,0.0,3.6,0.0,0.189,59,72.0,12.1,5.0,0,0,1,62.7
TXN-0019007,Electronics,Tablets,Premium,Returning,Asia Pacific,Organic Search,Saturday,Summer,Bank Transfer,Desktop,697.81,858.72,17.5,2,0.0,3.6,0.0,0.034,22,190.0,26.55,3.0,0,0,0,1149.66
TXN-0019008,Food & Grocery,Pantry,Premium,Churned,North America,Organic Search,Wednesday,Fall,Bank Transfer,Mobile,88.54,81.83,0.0,12,145.59,3.3,15.0,0.272,14,853.0,5.89,,0,0,0,1071.2
TXN-0019009,Home & Garden,Bedding,Premium,VIP,Latin America,Paid Search,Friday,Fall,Credit Card,Mobile,369.48,323.6,3.5,5,0.0,2.9,6.0,0.105,25,110.0,15.08,0.0,1,1,1,2666.96
TXN-0019010,Sports,Water Sports,Budget,Loyal,South Asia,Email,Tuesday,Summer,Credit Card,Tablet,51.05,53.83,38.2,1,0.0,4.5,11.0,,30,1072.0,13.43,2.0,1,0,0,72.1
TXN-0019011,Books,Academic,Budget,New,Europe,Direct,Wednesday,Winter,Credit Card,Mobile,9.32,11.1,10.2,3,0.0,3.7,,0.051,39,379.0,14.77,0.0,0,0,0,27.2
TXN-0019012,Food & Grocery,Pantry,Budget,Churned,Europe,Direct,Saturday,Fall,PayPal,Tablet,12.65,15.56,4.3,12,182.0,4.7,8.0,0.321,23,84.0,17.61,4.0,0,0,0,120.62
TXN-0019013,Electronics,Smart Home,Mid-Range,VIP,North America,Email,Saturday,Spring,Buy Now Pay Later,Mobile,311.1,313.99,0.0,8,0.0,3.8,8.0,0.194,60,168.0,9.6,1.0,1,0,0,2481.57
TXN-0019014,Toys,Action Figures,Premium,Loyal,Europe,Organic Search,Sunday,Summer,Bank Transfer,Desktop,72.64,58.94,2.0,3,0.0,,19.0,0.001,10,440.0,11.65,1.0,1,0,0,271.08
TXN-0019015,Books,Fiction,Luxury,Churned,Asia Pacific,Paid Search,Saturday,Summer,Bank Transfer,Mobile,84.56,85.95,0.0,1,0.0,4.8,11.0,0.101,34,93.0,13.53,3.0,0,0,0,124.31
TXN-0019016,Food & Grocery,Snacks,Premium,Loyal,Asia Pacific,Organic Search,Wednesday,Winter,Credit Card,Mobile,52.21,52.94,0.0,5,0.0,4.2,5.0,0.061,42,364.0,18.18,2.0,1,0,0,261.76
TXN-0019017,Fashion,Bags,Premium,Loyal,Europe,Organic Search,Tuesday,Summer,Credit Card,Desktop,296.93,375.63,0.0,11,0.0,4.5,29.0,0.235,23,458.0,15.75,3.0,1,1,0,3231.48
TXN-0019018,Beauty,Makeup,Mid-Range,Returning,Asia Pacific,Email,Monday,Summer,PayPal,Desktop,60.84,61.09,0.0,14,38.26,4.3,66.0,0.024,19,946.0,18.86,4.0,0,0,0,811.48
TXN-0019019,Toys,Board Games,Premium,Loyal,Asia Pacific,Organic Search,Thursday,Spring,PayPal,Desktop,56.46,65.25,0.0,7,0.0,4.1,5.0,,27,367.0,15.25,6.0,1,1,0,382.4
TXN-0019020,Food & Grocery,Beverages,Luxury,Returning,Europe,Email,Friday,Spring,Bank Transfer,Mobile,161.47,198.79,1.0,12,102.05,3.9,47.0,0.312,15,740.0,14.17,3.0,0,0,0,1945.19
TXN-0019021,Books,Fiction,Mid-Range,Returning,Europe,Organic Search,Saturday,Fall,Crypto,Mobile,14.38,13.9,22.3,2,0.0,4.4,40.0,0.172,12,408.0,9.51,2.0,0,0,0,92.6
TXN-0019022,Food & Grocery,Pantry,Budget,Loyal,Europe,Social Media,Friday,Fall,Credit Card,Desktop,20.2,16.96,9.8,8,0.0,4.3,0.0,0.316,22,41.0,13.61,4.0,1,0,0,149.71
TXN-0019023,Books,Non-Fiction,Mid-Range,Loyal,Europe,Direct,Saturday,Spring,Credit Card,Mobile,23.07,,24.0,2,0.0,3.3,12.0,,29,299.0,13.93,2.0,1,1,0,35.72
TXN-0019024,Books,Non-Fiction,Mid-Range,Returning,Asia Pacific,Direct,Wednesday,Spring,Buy Now Pay Later,Mobile,15.53,,0.0,12,80.21,3.8,0.0,0.089,23,10.0,9.08,,0,0,0,182.3
TXN-0019025,Books,Self-Help,Luxury,Returning,Europe,Paid Search,Tuesday,Fall,Bank Transfer,Desktop,91.12,81.72,19.2,6,0.0,4.2,3.0,0.297,39,116.0,8.48,0.0,0,0,0,459.6
TXN-0019026,Jewelry,Rings,Premium,VIP,Europe,Referral,Thursday,Summer,Buy Now Pay Later,Mobile,1362.9,1681.92,0.0,5,0.0,4.3,0.0,,21,157.0,17.97,1.0,1,0,0,6826.42
TXN-0019027,Jewelry,Watches,Budget,Loyal,North America,Social Media,Friday,Summer,Credit Card,Desktop,191.28,208.55,4.8,3,0.0,4.1,13.0,0.251,83,257.0,3.52,3.0,1,0,0,582.24
TXN-0019028,Electronics,Smart Home,Mid-Range,Loyal,Europe,Email,Saturday,Summer,Credit Card,Mobile,339.57,,1.7,2,95.18,4.2,20.0,0.048,48,176.0,19.54,7.0,1,0,0,694.02
TXN-0019029,Books,Academic,Mid-Range,Churned,North America,Paid Search,Saturday,Spring,Buy Now Pay Later,Desktop,19.02,33.44,0.0,4,0.0,4.5,0.0,0.042,45,79.0,6.96,4.0,0,0,0,82.87
TXN-0019030,Fashion,Women Clothing,Mid-Range,Returning,South Asia,Email,Friday,Winter,PayPal,Mobile,72.56,,1.9,5,0.0,4.4,0.0,0.187,38,204.0,10.73,1.0,0,0,0,374.84
TXN-0019031,Books,Comics,Premium,New,North America,Paid Search,Sunday,Winter,Credit Card,Mobile,41.73,58.27,0.0,7,1243.88,4.4,12.0,0.294,24,440.0,7.28,4.0,0,0,0,382.85
TXN-0019032,Fashion,Sportswear,Premium,VIP,Europe,Affiliate,Saturday,Spring,Credit Card,Mobile,168.63,143.25,0.0,7,122.51,3.1,16.0,0.167,72,219.0,10.12,3.0,1,0,1,1603.36
TXN-0019033,Sports,Team Sports,Mid-Range,Returning,Middle East,Affiliate,Wednesday,Spring,Debit Card,Desktop,127.97,155.71,1.0,7,0.0,4.6,6.0,0.3,12,621.0,20.47,5.0,0,0,0,866.61
TXN-0019034,Electronics,Headphones,Mid-Range,Returning,North America,Organic Search,Tuesday,Fall,Credit Card,Mobile,166.36,139.49,5.1,1,192.75,4.1,5.0,0.079,74,177.0,7.85,1.0,0,0,1,590.7
TXN-0019035,Home & Garden,Bedding,Premium,Loyal,North America,Email,Monday,Fall,Credit Card,Desktop,265.48,268.07,0.0,4,78.94,3.8,5.0,0.056,27,54.0,5.74,5.0,1,0,0,1123.72
TXN-0019036,Food & Grocery,Pantry,Mid-Range,Loyal,North America,Paid Search,Thursday,Summer,Bank Transfer,Mobile,16.1,19.49,0.0,7,0.0,4.1,19.0,0.051,26,351.0,7.67,2.0,1,0,0,144.21
TXN-0019037,Automotive,Tools,Budget,New,Latin America,Email,Friday,Fall,Credit Card,Mobile,73.97,71.36,8.1,2,143.5,3.4,0.0,0.118,22,21.0,18.92,3.0,0,0,0,186.71
TXN-0019038,Fashion,Women Clothing,Mid-Range,Returning,Latin America,Organic Search,Saturday,Summer,Credit Card,Mobile,71.34,64.95,0.0,8,180.52,4.4,0.0,0.025,12,131.0,27.96,0.0,0,0,0,539.3
TXN-0019039,Books,Comics,Budget,Returning,North America,Email,Monday,Winter,Credit Card,Desktop,5.64,8.55,8.9,1,120.23,3.9,0.0,0.07,29,277.0,9.92,1.0,0,0,0,39.53
TXN-0019040,Electronics,Cameras,Budget,New,Asia Pacific,Paid Search,Wednesday,Summer,Debit Card,Desktop,121.97,114.78,1.0,7,0.0,4.3,0.0,0.273,18,292.0,20.53,,0,0,0,832.99
TXN-0019041,Electronics,Headphones,Mid-Range,Churned,North America,Social Media,Friday,Summer,Debit Card,Tablet,344.45,359.73,0.0,6,0.0,4.0,3.0,0.074,12,34.0,8.73,3.0,0,0,0,2238.59
TXN-0019042,Books,Academic,Budget,New,North America,Marketplace,Saturday,Winter,Debit Card,Tablet,12.35,17.69,2.3,1,0.0,3.2,0.0,0.138,16,92.0,6.29,4.0,0,1,1,47.22
TXN-0019043,Toys,Dolls,Mid-Range,Loyal,North America,Direct,Wednesday,Winter,Credit Card,Mobile,30.09,21.05,9.9,2,0.0,4.3,7.0,0.31,58,86.0,8.5,6.0,1,0,0,68.17
TXN-0019044,Toys,STEM,Premium,New,South Asia,Affiliate,Saturday,Fall,PayPal,Mobile,41.78,,7.6,13,299.29,4.2,30.0,0.076,20,683.0,18.51,3.0,0,0,0,466.13
TXN-0019045,Toys,Action Figures,Mid-Range,Returning,Asia Pacific,Marketplace,Tuesday,Winter,Credit Card,Mobile,21.11,,0.0,3,,4.2,26.0,0.141,3,527.0,24.05,5.0,0,0,0,70.45
TXN-0019046,Automotive,Safety,Mid-Range,Returning,North America,Affiliate,Wednesday,Fall,Buy Now Pay Later,Mobile,99.15,86.19,54.2,1,25.05,4.5,8.0,0.097,27,,7.72,5.0,0,0,0,67.36
TXN-0019047,Electronics,Smartphones,Luxury,Returning,Latin America,Email,Sunday,Spring,Credit Card,Mobile,1948.77,2387.44,0.0,1,0.0,4.0,7.0,0.136,31,120.0,34.48,3.0,0,0,0,1968.57
TXN-0019048,Electronics,Wearables,Premium,Returning,Europe,Organic Search,Sunday,Summer,Credit Card,Desktop,657.17,622.73,0.0,8,0.0,2.8,37.0,0.315,27,345.0,8.42,3.0,0,1,0,5280.43
TXN-0019049,Toys,Dolls,Budget,Loyal,Latin America,Paid Search,Wednesday,Spring,Buy Now Pay Later,Desktop,12.51,25.18,0.0,7,219.05,3.5,44.0,0.12,51,738.0,15.25,,1,1,0,108.68
TXN-0019050,Fashion,Sportswear,Premium,Loyal,Latin America,Email,Thursday,Summer,Credit Card,Mobile,149.91,168.72,0.0,10,121.95,,16.0,0.104,10,806.0,13.8,4.0,1,0,0,1489.13
TXN-0019051,Books,Academic,Premium,Returning,Europe,Organic Search,Friday,Summer,Credit Card,Mobile,29.54,37.92,22.1,10,34.39,5.0,33.0,0.204,24,325.0,15.42,2.0,0,0,0,245.14
TXN-0019052,Fashion,Accessories,Mid-Range,Returning,North America,Email,Wednesday,Fall,Bank Transfer,Desktop,84.97,103.07,1.5,9,0.0,4.3,16.0,0.062,29,417.0,8.46,2.0,0,0,0,753.83
TXN-0019053,Beauty,Fragrance,Premium,New,Europe,Email,Wednesday,Summer,Credit Card,Desktop,125.5,131.36,0.0,4,0.0,3.5,38.0,0.088,35,525.0,11.76,1.0,0,0,0,506.67
TXN-0019054,Food & Grocery,Supplements,Mid-Range,New,Latin America,Social Media,Sunday,Spring,Debit Card,Desktop,27.53,30.3,0.0,2,55.01,4.5,9.0,0.117,26,88.0,28.21,2.0,0,1,0,74.36
TXN-0019055,Home & Garden,Storage,Mid-Range,Returning,Latin America,Affiliate,Saturday,Winter,Debit Card,Mobile,61.77,47.19,0.0,5,0.0,3.2,0.0,0.037,52,10.0,14.59,3.0,0,0,0,315.49
TXN-0019056,Home & Garden,Furniture,Mid-Range,New,Middle East,Organic Search,Thursday,Fall,Debit Card,Mobile,70.84,63.43,12.3,4,766.82,4.1,64.0,0.112,62,598.0,19.03,3.0,0,0,0,329.01
TXN-0019057,Beauty,Haircare,Budget,VIP,Europe,Organic Search,Saturday,Winter,Credit Card,Mobile,21.35,17.6,7.7,2,0.0,3.7,13.0,0.254,20,269.0,10.89,3.0,1,0,1,98.81
TXN-0019058,Food & Grocery,Organic,Mid-Range,Returning,North America,Social Media,Monday,Spring,Credit Card,Desktop,35.13,25.15,13.5,1,0.0,3.7,29.0,0.14,92,382.0,8.62,0.0,0,0,0,41.64
TXN-0019059,Toys,STEM,Mid-Range,Churned,North America,Organic Search,Tuesday,Winter,PayPal,Mobile,37.25,50.63,0.0,4,563.55,4.8,0.0,0.231,7,391.0,7.5,,0,0,0,213.72
TXN-0019060,Electronics,Laptops,Premium,Loyal,Europe,Direct,Tuesday,Fall,PayPal,Mobile,849.04,1025.12,0.0,7,468.8,4.2,11.0,0.237,50,240.0,10.66,2.0,1,0,1,8128.36
TXN-0019061,Home & Garden,Decor,Mid-Range,Churned,Europe,Organic Search,Sunday,Winter,Credit Card,Mobile,84.71,86.5,1.0,2,0.0,4.3,,,9,10.0,8.23,,0,0,0,207.72
TXN-0019062,Jewelry,Watches,Mid-Range,Returning,Asia Pacific,Paid Search,Wednesday,Summer,Debit Card,Desktop,391.32,,1.8,7,0.0,3.9,25.0,0.054,35,402.0,15.99,4.0,0,0,0,2688.01
TXN-0019063,Home & Garden,Lighting,Budget,Churned,Middle East,Direct,Saturday,Winter,Credit Card,Desktop,50.61,48.75,27.0,2,84.14,4.3,0.0,0.343,22,148.0,34.54,0.0,0,0,0,69.1
TXN-0019064,Home & Garden,Kitchen,Mid-Range,VIP,Latin America,Direct,Friday,Fall,Credit Card,Tablet,82.42,86.08,22.5,7,0.0,3.3,30.0,0.061,23,619.0,16.86,,1,0,0,433.53
TXN-0019065,Food & Grocery,Beverages,Budget,Returning,Europe,Paid Search,Wednesday,Spring,Debit Card,Desktop,20.07,12.69,0.0,5,186.64,4.2,22.0,0.063,35,426.0,9.71,1.0,0,0,0,117.25
TXN-0019066,Electronics,Smart Home,Mid-Range,Loyal,North America,Referral,Wednesday,Spring,Credit Card,Tablet,262.94,311.41,41.5,7,540.21,4.6,67.0,0.3,30,773.0,6.49,4.0,1,0,0,1124.97
TXN-0019067,Books,Self-Help,Mid-Range,Loyal,Europe,Direct,Monday,Fall,Credit Card,Mobile,19.16,18.08,20.7,7,,5.0,36.0,0.015,57,857.0,8.8,2.0,1,0,1,156.18
TXN-0019068,Electronics,Laptops,Mid-Range,New,Europe,Organic Search,Saturday,Spring,Debit Card,Mobile,439.18,369.93,2.6,1,163.59,4.6,10.0,0.134,10,,7.88,5.0,0,0,0,447.58
TXN-0019069,Jewelry,Necklaces,Luxury,Returning,North America,Organic Search,Friday,Fall,Buy Now Pay Later,Mobile,2100.26,2184.43,0.0,1,0.0,,,0.04,13,881.0,9.21,1.0,0,0,0,2129.36
TXN-0019070,Fashion,Women Clothing,Budget,Loyal,North America,Organic Search,Friday,Fall,Debit Card,Mobile,47.4,,0.0,6,0.0,4.3,0.0,0.139,49,193.0,13.36,6.0,1,1,0,270.34
TXN-0019071,Electronics,Smartphones,Budget,Loyal,North America,Social Media,Saturday,Summer,Debit Card,Desktop,133.79,137.14,4.1,2,0.0,4.6,44.0,0.043,15,441.0,3.49,3.0,1,0,1,601.61
