age,gender,education_level,city,company,job_role,industry_sector,employment_type,years_experience,annual_ctc,monthly_expenses,savings_balance,investments,loan_outstanding,emi_monthly,debt_to_income_ratio,credit_score,num_credit_cards,projects_completed,certifications,training_hours_yr,team_size_managed,remote_work_pct,overtime_hours_month,performance_score,promotion_eligible
36,Female,PhD,Hubballi,Tech Mahindra,Mobile Developer,HealthTech,Full-time,13,1254679,49411,32338.0,38515.0,,38954,0.3726,574,0,25,0,73.0,8.0,75,15,3.82,0
54,Male,Diploma,Pune,Vedantu,BI Developer,Telecom,Hybrid,32,2055638,84677,49961.0,,0.0,0,0.0,801,3,69,5,96.0,,50,33,5.0,1
49,Female,Master,Coimbatore,L&T Infotech,Test Automation Engineer,Telecom,Contract,26,1795971,65704,70208.0,,122444.0,2448,0.0164,646,2,50,1,93.0,7.0,50,13,4.42,0
23,Female,PhD,Bareilly,Hexaware,Network Engineer,Government,Full-time,1,564746,17419,48177.0,42078.0,0.0,0,0.0,543,0,5,0,60.0,0.0,0,14,3.22,0
46,Male,Bachelor,Salem,Unacademy,BI Developer,Government,Full-time,26,1690639,74376,13987.0,2793.0,381716.0,7634,0.0542,651,5,53,0,86.0,,100,2,4.71,1
40,Female,Bachelor,Noida,Firstsource,Engineering Manager,Startup,Remote,18,1295717,36967,189718.0,6062.0,445612.0,8912,0.0825,693,4,41,0,7.0,18.0,25,27,3.46,0
43,Male,Master,Gurgaon,Robosoft,ML Engineer,Consulting,Full-time,20,1355014,54066,191831.0,104776.0,0.0,0,0.0,696,2,39,2,34.0,11.0,25,4,4.59,0
32,Female,Bachelor,Ludhiana,Firstsource,QA Engineer,Government,Full-time,12,880621,29294,34462.0,29229.0,0.0,0,0.0,518,3,29,1,68.0,20.0,0,24,2.79,0
27,Female,High School,Salem,Zomato,Director of Engineering,Banking,Contract,4,427763,14204,4527.0,71478.0,1025287.0,20505,0.5752,456,2,5,0,105.0,0.0,100,16,1.81,0
48,Male,High School,Gulbarga,Cyient DLM,BI Developer,Banking,Full-time,25,1640332,48371,18498.0,25100.0,0.0,0,0.0,682,3,51,0,16.0,7.0,100,30,4.96,0
29,Male,Master,Aligarh,Cognizant,Solutions Architect,Telecom,Remote,9,950785,41745,135352.0,15529.0,780886.0,15617,0.1971,539,2,20,2,113.0,13.0,75,21,3.45,0
53,Female,Diploma,Durgapur,Srijan Technologies,Frontend Developer,E-commerce,Remote,30,1996390,49902,44357.0,22390.0,0.0,0,0.0,697,2,65,1,80.0,15.0,100,20,4.99,1
52,Female,PhD,Jaipur,Accenture India,IT Consultant,Government,Full-time,31,2151549,77797,664115.0,12632.0,0.0,0,0.0,816,1,65,3,65.0,5.0,0,9,5.0,1
34,Male,PhD,Salem,Wipro,AI Researcher,Defense,Hybrid,10,966927,34170,563698.0,17392.0,1725591.0,34511,0.4283,575,4,19,3,62.0,21.0,50,17,3.6,0
51,Female,Diploma,Raipur,Unacademy,Engineering Manager,Banking,Hybrid,28,1831189,60712,27995.0,102711.0,0.0,0,0.0,754,4,59,0,116.0,3.0,0,13,5.0,1
56,Female,Master,Nashik,Persistent Systems,Test Automation Engineer,Defense,Remote,34,2355384,72525,13062.0,28030.0,0.0,0,0.0,714,2,70,1,105.0,17.0,75,19,4.85,1
34,Female,Bachelor,Jabalpur,Sasken,Technical Lead,HealthTech,Full-time,13,1051227,38149,59117.0,75243.0,1214714.0,24294,0.2773,623,2,30,1,98.0,2.0,50,34,3.0,0
24,Female,Master,Guwahati,Razorpay,Mobile Developer,E-commerce,Full-time,2,317644,8109,275071.0,,0.0,0,0.0,575,5,2,3,104.0,0.0,50,28,3.57,0
57,Female,Bachelor,Mumbai,Xoriant,Scrum Master,Manufacturing,Remote,33,2109682,84191,138790.0,60419.0,0.0,0,0.0,697,6,69,1,6.0,16.0,0,3,4.23,0
31,Female,Master,Ludhiana,Sonata Software,Software Engineer,SaaS,Remote,11,895927,29765,165746.0,,0.0,0,0.0,579,2,24,1,44.0,2.0,50,11,3.59,0
48,Non-binary,Diploma,Nanded,Subex,Director of Engineering,SaaS,Contract,27,1723280,63432,50492.0,26340.0,1729205.0,34584,0.2408,637,1,59,1,12.0,20.0,100,13,3.99,0
43,Female,Bachelor,Mysuru,EXL Service,Solutions Architect,Defense,Contract,20,1446151,54301,62492.0,37191.0,1238507.0,24770,0.2055,721,0,39,4,73.0,12.0,0,29,4.3,0
27,Female,Bachelor,Solapur,Accenture India,Data Scientist,EdTech,Contract,5,594288,21813,75883.0,61837.0,1508780.0,30175,0.6093,587,1,7,1,69.0,0.0,25,36,2.0,0
45,Female,Bachelor,Kota,Capgemini India,Director of Engineering,EdTech,Full-time,25,1604649,38402,198282.0,26631.0,226294.0,4525,0.0338,693,4,51,4,,15.0,100,26,4.72,1
23,Male,Bachelor,Gwalior,Freshworks,Backend Developer,Telecom,Hybrid,3,357587,15589,32506.0,10446.0,0.0,0,0.0,591,4,5,1,1.0,0.0,0,23,3.39,0
39,Female,Bachelor,Tiruchirappalli,Quick Heal,VP Engineering,E-commerce,Full-time,19,1279208,31712,5562.0,13432.0,0.0,0,0.0,623,1,40,1,106.0,23.0,50,16,3.52,0
49,Female,Bachelor,Vadodara,CRED,Mobile Developer,EdTech,Part-time,25,1716310,63758,19049.0,11049.0,0.0,0,0.0,643,2,51,3,0.0,5.0,75,32,4.2,0
43,Female,Diploma,Gorakhpur,Geometric,Network Engineer,E-commerce,Full-time,23,1408569,47173,12906.0,379244.0,1139686.0,22793,0.1942,646,3,50,3,42.0,5.0,75,5,4.2,0
22,Female,Diploma,Varanasi,Happiest Minds,DevOps Engineer,Consulting,Full-time,2,216696,8205,34818.0,2727.0,1443600.0,28872,1.5988,575,1,1,2,0.0,0.0,50,16,1.41,0
40,Male,Bachelor,Ludhiana,Coda Global,Security Analyst,Banking,Remote,19,1352900,33192,2252.0,68773.0,711027.0,14220,0.1261,607,3,40,2,52.0,18.0,75,5,3.27,0
27,Male,Bachelor,Jamshedpur,Newgen Software,Product Manager,Government,Full-time,3,627865,15743,219043.0,12684.0,1872507.0,37450,0.7158,581,2,7,1,85.0,0.0,0,14,1.4,0
44,Female,Master,Navi Mumbai,Quick Heal,Principal Engineer,Government,Hybrid,20,1583791,66286,32677.0,30779.0,0.0,0,0.0,640,2,40,2,85.0,18.0,100,30,4.21,0
56,Female,Master,Gulbarga,Subex,Cloud Architect,EdTech,Remote,32,2167934,96265,12742.0,47341.0,1087366.0,21747,0.1204,790,0,63,2,87.0,11.0,25,1,4.6,1
51,Male,Bachelor,Kochi,Net Solutions,Project Manager,HealthTech,Full-time,31,1983270,77170,70129.0,96712.0,356112.0,7122,0.0431,736,3,64,1,36.0,2.0,100,34,5.0,1
28,Female,Bachelor,Kolhapur,IBM India,Database Administrator,E-commerce,Full-time,5,697410,16935,38246.0,21357.0,862735.0,17254,0.2969,538,4,14,4,42.0,0.0,100,9,2.08,0
53,Female,Master,Hyderabad,EXL Service,ML Engineer,Startup,Remote,29,2035683,56186,67678.0,44825.0,362758.0,7255,0.0428,653,3,61,1,57.0,22.0,50,36,3.92,0
55,Male,PhD,Saharanpur,NIIT Technologies,VP Engineering,Consulting,Remote,32,2163104,58250,79275.0,7591.0,1665584.0,33311,0.1848,736,2,62,3,74.0,14.0,25,39,4.29,0
40,Female,Bachelor,Bangalore,L&T Infotech,Mobile Developer,Banking,Full-time,17,1101155,37442,13454.0,76690.0,1705705.0,34114,0.3718,709,2,37,1,41.0,4.0,0,29,3.56,0
45,Male,Master,Guwahati,Razorpay,Product Manager,HealthTech,Full-time,25,1590825,55156,16749.0,95490.0,0.0,0,0.0,750,2,53,2,33.0,,50,23,5.0,1
27,Female,Master,Lucknow,Unacademy,Business Analyst,Telecom,Hybrid,5,601622,24274,70061.0,8158.0,1698903.0,33978,0.6777,617,4,11,4,55.0,0.0,50,4,2.22,0
38,Male,Bachelor,Jabalpur,Tata Elxsi,ML Engineer,HealthTech,Full-time,14,1109598,40738,367441.0,2159.0,1488367.0,29767,0.3219,653,3,28,1,106.0,12.0,50,7,3.15,0
41,Female,Bachelor,Tiruchirappalli,Sasken,BI Developer,HealthTech,Full-time,18,1135191,27930,121552.0,4451.0,712753.0,14255,0.1507,658,0,40,1,95.0,6.0,100,12,3.45,0
37,Male,Master,Nellore,Kellton Tech,Frontend Developer,HealthTech,Part-time,16,1258774,37680,39476.0,32106.0,857908.0,17158,0.1636,594,2,29,0,57.0,22.0,50,35,3.57,0
57,Male,Master,Bhilai,Nihilent,System Architect,Government,Full-time,33,2238122,69744,60301.0,9692.0,204118.0,4082,0.0219,757,1,71,3,71.0,2.0,50,4,4.74,1
37,Female,Bachelor,Kolhapur,Freshworks,Lead Engineer,FinTech,Contract,16,1234765,43629,46525.0,398037.0,122201.0,2444,0.0238,601,3,35,0,20.0,13.0,0,19,3.51,0
57,Male,Master,Indore,Capgemini India,Principal Engineer,E-commerce,Full-time,35,2392788,97579,48199.0,1952.0,837052.0,16741,0.084,711,2,71,1,82.0,23.0,0,18,5.0,1
49,Male,Bachelor,Vijayawada,Nihilent,ETL Developer,SaaS,Contract,26,1663271,44897,,10108.0,1579888.0,31597,0.228,757,2,55,3,100.0,6.0,50,36,4.12,0
49,Female,Bachelor,Mysuru,Mphasis,Backend Developer,FinTech,Remote,26,1789775,69361,256508.0,30415.0,0.0,0,0.0,762,2,50,4,112.0,23.0,0,14,5.0,1
22,Female,Bachelor,Firozabad,Coforge,AI Researcher,EdTech,Contract,2,299071,7283,52379.0,194535.0,1764434.0,35288,1.4159,491,4,1,2,105.0,0.0,0,32,1.0,0
25,Female,Bachelor,Bhavnagar,Mphasis,Senior Data Scientist,Telecom,Full-time,4,578903,23957,37030.0,14407.0,622485.0,12449,0.2581,478,5,11,2,116.0,0.0,50,29,2.55,0
37,Female,Master,Thiruvananthapuram,Quick Heal,QA Engineer,SaaS,Full-time,15,1222037,50156,51775.0,12253.0,0.0,0,0.0,638,3,27,3,98.0,14.0,0,39,4.11,0
22,Female,Bachelor,Jhansi,Tech Mahindra,ML Engineer,Telecom,Full-time,1,498205,17081,55039.0,42235.0,0.0,0,0.0,506,3,2,0,35.0,0.0,0,21,3.03,0
29,Female,Master,Nanded,Syntel India,ML Engineer,Telecom,Hybrid,6,763430,25290,91548.0,104610.0,0.0,0,0.0,572,2,9,3,9.0,0.0,0,10,3.09,0
38,Male,PhD,Bangalore,Byju s,Engineering Manager,Startup,Full-time,17,1574986,54452,23000.0,83063.0,1850542.0,37010,0.282,605,2,39,2,8.0,16.0,50,1,3.38,0
53,Male,Bachelor,Vadodara,Coforge,Network Engineer,EdTech,Full-time,31,1815286,56310,22814.0,54425.0,0.0,0,0.0,801,3,67,4,78.0,15.0,50,1,5.0,1
33,Female,Master,Ajmer,Zensar Technologies,BI Developer,Defense,Remote,13,995700,41153,4293.0,,1110861.0,22217,0.2678,565,5,29,1,56.0,6.0,75,4,2.76,0
38,Male,Bachelor,Vadodara,Druva,Engineering Manager,FinTech,Full-time,15,1193232,43086,13768.0,25265.0,1936489.0,38729,0.3895,625,3,35,3,71.0,11.0,50,6,2.68,0
42,Female,High School,Chandigarh,Razorpay,AI Researcher,Consulting,Full-time,18,1235037,30852,103558.0,,0.0,0,0.0,567,2,36,3,26.0,17.0,50,36,3.97,0
34,Female,Bachelor,Aurangabad,KPIT Technologies,Mobile Developer,EdTech,Contract,12,962194,33453,389925.0,6558.0,1445558.0,28911,0.3606,594,2,24,1,32.0,12.0,0,36,3.74,0
48,Female,Diploma,Srinagar,ThoughtWorks India,Director of Engineering,Manufacturing,Full-time,26,1704057,52946,45490.0,14619.0,1503036.0,30060,0.2117,741,4,49,1,7.0,,0,20,4.09,0
38,Female,Master,Navi Mumbai,eClerx,IT Consultant,SaaS,Part-time,14,1077417,40266,,38807.0,0.0,0,0.0,688,1,32,2,34.0,15.0,100,6,4.13,0
27,Female,Bachelor,Meerut,Srijan Technologies,Technical Lead,EdTech,Full-time,3,471153,14313,84773.0,1343.0,0.0,0,0.0,543,1,9,2,107.0,0.0,25,12,2.45,0
27,Female,Bachelor,Ujjain,Quick Heal,ML Engineer,FinTech,Remote,3,475529,18452,10502.0,2035.0,763930.0,15278,0.3855,483,4,4,1,104.0,0.0,50,14,2.25,0
38,Non-binary,Master,Udaipur,Newgen Software,System Architect,Manufacturing,Full-time,16,1454950,53782,54586.0,88273.0,249797.0,4995,0.0412,708,2,29,2,64.0,16.0,100,33,4.41,1
40,Male,Master,Coimbatore,Infosys,Data Analyst,Telecom,Full-time,19,1374991,46190,134896.0,19765.0,0.0,0,0.0,653,0,43,2,9.0,12.0,50,5,3.97,0
39,Male,PhD,Hubballi,Cyient,Test Automation Engineer,EdTech,Remote,15,1302667,55090,207466.0,85175.0,354578.0,7091,0.0653,580,1,30,2,20.0,16.0,75,20,4.05,0
42,Male,Bachelor,Aurangabad,Chargebee,Network Engineer,Defense,Full-time,22,1357174,53081,31069.0,9165.0,,4637,0.041,642,4,44,0,60.0,10.0,0,33,4.27,0
45,Male,Diploma,Akola,CRED,Database Administrator,Banking,Contract,23,1616093,53864,97791.0,33702.0,,30445,0.2261,649,2,45,2,113.0,24.0,75,3,4.16,0
22,Male,PhD,Thiruvananthapuram,Infosys,Technical Lead,SaaS,Remote,1,407468,17872,7757.0,27960.0,0.0,0,0.0,478,3,4,1,33.0,0.0,75,5,2.68,0
41,Male,Master,Moradabad,NIIT Technologies,ETL Developer,E-commerce,Remote,20,1521499,62813,113877.0,,0.0,0,0.0,728,2,44,2,31.0,5.0,25,8,4.71,0
49,Female,PhD,Kanpur,IBM India,Backend Developer,Consulting,Remote,27,1901314,74218,6105.0,28472.0,1665927.0,33318,0.2103,719,3,53,1,32.0,11.0,0,9,4.37,1
42,Male,Bachelor,Dhanbad,Nucleus Software,Solutions Architect,Manufacturing,Remote,20,1403067,42867,158350.0,26658.0,950630.0,19012,0.1626,675,4,40,1,44.0,5.0,25,3,3.54,0
37,Male,Bachelor,Ahmedabad,Mphasis,Cloud Architect,FinTech,Full-time,14,1206943,44793,382879.0,7545.0,0.0,0,0.0,657,3,29,3,28.0,15.0,75,37,3.6,0
52,Female,Master,Nashik,Kellton Tech,QA Engineer,Banking,Full-time,29,2081939,61505,143768.0,23339.0,0.0,0,0.0,659,2,55,3,53.0,17.0,25,7,4.79,1
41,Female,PhD,Vadodara,Birlasoft,QA Engineer,Manufacturing,Full-time,20,1496843,51984,25785.0,58186.0,133001.0,2660,0.0213,732,6,37,3,113.0,11.0,25,23,4.54,1
31,Female,Bachelor,Kalyan,Xoriant,Network Engineer,Consulting,Part-time,10,811222,34183,103094.0,27058.0,1666778.0,33335,0.4931,587,4,19,1,75.0,8.0,0,27,2.22,0
39,Male,Master,Tiruppur,Nihilent,Scrum Master,Manufacturing,Full-time,19,1422324,46639,515172.0,96712.0,834832.0,16696,0.1409,594,5,43,1,42.0,17.0,0,28,4.05,0
39,Female,Master,Amritsar,Genpact,Data Scientist,Consulting,Full-time,19,1365588,37070,332122.0,85123.0,0.0,0,0.0,724,2,42,5,21.0,17.0,50,7,4.62,1
28,Male,PhD,Gulbarga,Groww,Product Manager,Banking,Full-time,5,897833,37621,23691.0,7276.0,0.0,0,0.0,597,4,8,1,11.0,0.0,0,1,3.61,0
42,Male,PhD,Jalgaon,Nielsen India,Data Scientist,Telecom,Remote,21,1671175,64645,108440.0,,0.0,0,0.0,626,0,44,4,73.0,14.0,100,17,4.04,1
29,Male,Master,Nellore,Byju s,Data Analyst,Telecom,Part-time,9,917300,41667,33333.0,123129.0,1148960.0,22979,0.3006,573,3,15,1,99.0,,0,32,2.96,0
51,Male,High School,Nagpur,Sasken,Backend Developer,Telecom,Remote,31,1889350,66589,21015.0,1270.0,987856.0,19757,0.1255,825,1,67,6,42.0,10.0,100,1,5.0,1
44,Non-binary,High School,Gorakhpur,Vedantu,Database Administrator,Telecom,Remote,22,1544899,69726,135994.0,,940459.0,18809,0.1461,701,1,48,3,108.0,18.0,50,34,3.75,0
28,Female,PhD,Jabalpur,KPIT Technologies,Scrum Master,Defense,Remote,6,810810,36232,41997.0,5270.0,794483.0,15889,0.2352,574,3,9,1,106.0,0.0,100,35,3.12,0
53,Female,Master,Jamnagar,Unacademy,Senior Data Scientist,Government,Hybrid,33,2225711,66158,46103.0,1089.0,882451.0,17649,0.0952,712,0,64,3,78.0,2.0,25,18,4.78,0
54,Male,Bachelor,Mangalore,Sasken,Data Scientist,E-commerce,Full-time,30,1761968,41274,,2780.0,1876947.0,37538,0.2557,810,5,65,1,101.0,15.0,100,35,4.59,1
26,Male,Bachelor,Chandigarh,Cyient DLM,Data Scientist,Telecom,Remote,2,380050,16657,23649.0,213697.0,0.0,0,0.0,542,3,5,2,87.0,0.0,75,16,3.28,0
56,Male,Bachelor,Cuttack,Happiest Minds,Project Manager,HealthTech,Full-time,35,2289345,60181,47420.0,40501.0,903954.0,18079,0.0948,704,3,74,3,82.0,12.0,50,29,4.67,0
25,Female,Bachelor,Srinagar,Firstsource,Frontend Developer,Manufacturing,Remote,3,414763,12449,31168.0,9119.0,,0,0.0,450,2,10,3,78.0,0.0,0,15,3.11,0
42,Male,Bachelor,Tiruppur,Capgemini India,AI Researcher,Banking,Full-time,21,1319616,31879,266607.0,80100.0,841946.0,16838,0.1531,725,1,45,2,48.0,4.0,100,19,4.36,0
57,Female,Bachelor,Nanded,HCL Technologies,IT Consultant,EdTech,Full-time,34,2087432,71702,388159.0,26814.0,943307.0,18866,0.1085,760,1,70,0,9.0,15.0,50,3,4.56,1
24,Male,Diploma,Bareilly,Syntel India,Solutions Architect,SaaS,Remote,1,400769,16546,50346.0,10137.0,1502766.0,30055,0.8999,489,7,6,2,,0.0,0,23,1.27,0
31,Male,Bachelor,Mumbai,GlobalLogic,Backend Developer,Government,Full-time,7,783072,28543,,6234.0,238660.0,4773,0.0731,582,3,11,5,97.0,0.0,0,17,3.36,0
38,Female,Diploma,Vijayawada,Groww,Project Manager,Manufacturing,Contract,14,1049329,43354,75620.0,80851.0,665256.0,13305,0.1522,586,2,27,0,59.0,18.0,50,31,2.79,0
31,Male,Diploma,Nanded,Syntel India,System Architect,EdTech,Remote,8,639108,25804,406663.0,3357.0,0.0,0,0.0,520,5,19,2,60.0,19.0,100,13,3.91,0
24,Male,High School,Bhavnagar,Mastek,Engineering Manager,Startup,Remote,4,484183,20062,165139.0,34243.0,420111.0,8402,0.2082,557,2,8,2,83.0,0.0,100,0,3.31,0
47,Female,Master,Hubballi,Robosoft,System Architect,Telecom,Contract,27,1969373,59132,178691.0,11035.0,947391.0,18947,0.1154,658,1,54,1,87.0,14.0,0,23,5.0,1
53,Male,Bachelor,Ajmer,PhonePe,AI Researcher,FinTech,Remote,33,2122415,82036,333339.0,5839.0,195986.0,3919,0.0222,791,1,66,2,7.0,4.0,100,1,4.86,1
50,Male,Master,Lucknow,eClerx,Solutions Architect,Defense,Contract,26,1763545,68684,700079.0,84827.0,63916.0,1278,0.0087,704,2,53,3,115.0,7.0,0,27,4.72,1
37,Female,High School,Pune,Nihilent,Senior Software Engineer,Defense,Full-time,13,898107,33879,91265.0,54780.0,1380631.0,27612,0.3689,603,4,31,1,7.0,16.0,50,28,2.68,0
28,Male,Bachelor,Dehradun,NIIT Technologies,ML Engineer,Telecom,Full-time,5,486570,21146,18404.0,377504.0,547503.0,10950,0.2701,584,2,14,3,45.0,0.0,100,29,1.93,0
39,Female,Master,Chennai,Uniphore,AI Researcher,Consulting,Full-time,16,1262324,40917,18724.0,190359.0,0.0,0,0.0,649,4,32,0,16.0,,0,34,3.97,0
33,Male,Bachelor,Guwahati,WNS Global,VP Engineering,SaaS,Remote,11,860296,21914,9116.0,6653.0,0.0,0,0.0,573,0,21,0,1.0,9.0,100,29,3.09,0
53,Male,Master,Jalandhar,Freshworks,Engineering Manager,E-commerce,Contract,31,1873334,52197,,24341.0,1904870.0,38097,0.244,779,2,65,5,49.0,18.0,75,28,5.0,1
30,Male,Bachelor,Nashik,Zomato,VP Engineering,Banking,Full-time,6,632523,17969,49493.0,6147.0,0.0,0,0.0,550,0,15,2,87.0,0.0,75,39,3.48,0
26,Male,Bachelor,Chennai,Newgen Software,Test Automation Engineer,FinTech,Full-time,2,544111,23497,500655.0,149729.0,939645.0,18792,0.4144,475,2,5,2,,0.0,100,20,2.56,0
27,Male,PhD,Noida,Coforge,DevOps Engineer,FinTech,Full-time,3,557184,19193,280768.0,92828.0,1746352.0,34927,0.7522,537,3,6,3,49.0,0.0,25,26,1.48,0
31,Female,Master,Nagpur,NIIT Technologies,Technical Lead,Banking,Hybrid,9,916247,22753,62423.0,3337.0,0.0,0,0.0,512,8,19,3,98.0,21.0,75,33,3.76,0
57,Male,High School,Bikaner,Cyient DLM,Technical Lead,E-commerce,Hybrid,35,1954915,62196,138282.0,4670.0,0.0,0,0.0,756,1,70,2,14.0,21.0,50,9,4.91,1
38,Male,Bachelor,Vadodara,Zensar Technologies,Network Engineer,E-commerce,Hybrid,14,1221831,35665,9793.0,,1452461.0,29049,0.2853,578,4,33,0,118.0,2.0,75,31,2.72,0
32,Male,Diploma,Patna,Apexon,Lead Engineer,Defense,Remote,8,748924,30806,99910.0,,1431745.0,28634,0.4588,538,1,13,0,32.0,23.0,50,15,2.8,0
41,Female,Master,Ujjain,GlobalLogic,Principal Engineer,Banking,Contract,17,1255130,55720,43535.0,,0.0,0,0.0,700,1,38,0,21.0,16.0,100,2,3.58,0
41,Male,Master,Jabalpur,Freshworks,DevOps Engineer,Banking,Remote,21,1507986,53034,7102.0,64016.0,1984989.0,39699,0.3159,603,2,45,3,102.0,20.0,75,2,4.16,0
45,Female,Master,Gwalior,Cybage,Director of Engineering,HealthTech,Full-time,22,1549541,61525,,53078.0,1504046.0,30080,0.2329,736,3,47,2,104.0,,50,31,4.18,0
27,Female,Master,Hubballi,Uniphore,Principal Engineer,EdTech,Full-time,7,897051,29059,327728.0,7809.0,,0,0.0,631,2,13,3,83.0,0.0,0,5,2.89,0
47,Female,Diploma,Indore,Sasken,VP Engineering,HealthTech,Contract,26,1919098,50762,45947.0,9508.0,448695.0,8973,0.0561,660,3,54,1,66.0,8.0,50,39,4.26,0
55,Female,Master,Bangalore,Tech Mahindra,Full Stack Developer,Manufacturing,Full-time,34,2163389,97562,26238.0,,140015.0,2800,0.0155,731,3,69,1,117.0,13.0,100,13,4.9,1
27,Female,Bachelor,Kanpur,Zerodha,Data Analyst,FinTech,Full-time,3,364532,15715,115770.0,140090.0,,0,0.0,485,2,7,1,51.0,,25,9,2.44,0
28,Male,Master,Firozabad,Swiggy,Test Automation Engineer,E-commerce,Contract,8,803083,25551,117368.0,14223.0,260258.0,5205,0.0778,638,1,18,1,37.0,,100,2,3.51,0
24,Female,Bachelor,Allahabad,Coforge,Scrum Master,HealthTech,Contract,4,664789,27520,12071.0,55509.0,261495.0,5229,0.0944,456,4,7,3,109.0,0.0,75,18,3.19,0
34,Female,PhD,Gurgaon,Happiest Minds,QA Engineer,FinTech,Full-time,14,1187870,48278,248905.0,106498.0,0.0,0,0.0,593,1,25,1,116.0,17.0,0,33,3.41,0
31,Male,Bachelor,Tiruppur,Postman,Project Manager,E-commerce,Full-time,9,929091,28699,122555.0,19604.0,852029.0,17040,0.2201,534,2,23,3,4.0,6.0,25,20,2.77,0
56,Male,Master,Jalgaon,Razorpay,BI Developer,Manufacturing,Full-time,35,2225410,84195,8471.0,7135.0,1120971.0,22419,0.1209,830,1,73,2,115.0,21.0,75,12,5.0,0
28,Male,Master,Aurangabad,Happiest Minds,Full Stack Developer,FinTech,Full-time,6,638237,21046,406662.0,7223.0,935979.0,18719,0.352,529,4,15,0,41.0,0.0,50,7,3.09,0
38,Male,Diploma,Dhanbad,HCL Technologies,Data Scientist,E-commerce,Full-time,17,1167353,36144,275532.0,139619.0,1573201.0,31464,0.3234,623,1,31,1,101.0,4.0,25,29,2.99,0
52,Male,Bachelor,Gwalior,Uniphore,Software Engineer,E-commerce,Full-time,31,1968681,61411,22709.0,200717.0,0.0,0,0.0,724,3,61,0,87.0,19.0,25,1,4.91,1
28,Female,Bachelor,Nagpur,Sasken,Frontend Developer,FinTech,Full-time,7,771182,18847,40548.0,437478.0,0.0,0,0.0,588,4,19,3,49.0,,100,36,3.74,0
22,Male,Bachelor,Nagpur,Quick Heal,Database Administrator,Startup,Full-time,0,394265,17428,,202123.0,244928.0,4898,0.1491,542,1,5,0,74.0,0.0,50,39,2.22,0
43,Female,Bachelor,Ajmer,Nihilent,AI Researcher,SaaS,Remote,19,1451031,57932,21867.0,17194.0,1708272.0,34165,0.2825,649,4,40,0,70.0,15.0,50,16,3.89,0
44,Male,Bachelor,Allahabad,Cyient DLM,Software Engineer,Defense,Remote,20,1459077,35422,65111.0,3784.0,848180.0,16963,0.1395,600,3,40,4,116.0,8.0,50,12,3.08,0
51,Female,Master,Udaipur,TCS,ETL Developer,Government,Part-time,27,1784323,53073,11966.0,16939.0,1747301.0,34946,0.235,753,3,56,3,53.0,16.0,0,35,4.4,0
22,Male,High School,Howrah,Ola,Software Engineer,HealthTech,Contract,0,243473,7896,27696.0,48277.0,1982121.0,39642,1.9538,531,5,2,2,46.0,,50,39,1.0,0
47,Male,Bachelor,Salem,Mphasis,Technical Lead,Consulting,Contract,23,1531225,67850,20046.0,15441.0,0.0,0,0.0,617,6,49,6,96.0,2.0,50,26,4.85,1
56,Female,Bachelor,Nanded,Byju s,Senior Software Engineer,Manufacturing,Remote,35,2147882,77455,33304.0,7000.0,227978.0,4559,0.0255,700,2,71,2,,23.0,75,2,5.0,1
23,Non-binary,PhD,Surat,Razorpay,ML Engineer,Banking,Full-time,2,647552,24446,179186.0,10371.0,706254.0,14125,0.2618,460,2,6,3,31.0,0.0,0,16,2.33,0
36,Female,Bachelor,Bhilai,Zoho,Security Analyst,FinTech,Part-time,12,1184345,32597,64427.0,11285.0,0.0,0,0.0,553,7,21,3,110.0,8.0,75,30,2.66,0
31,Female,High School,Thiruvananthapuram,Kellton Tech,Scrum Master,FinTech,Hybrid,10,818637,22237,18455.0,144959.0,416313.0,8326,0.122,581,6,18,0,105.0,7.0,50,11,3.75,0
44,Female,Bachelor,Ajmer,Cyient,Security Analyst,Government,Full-time,23,1588329,49083,4048.0,2760.0,0.0,0,0.0,696,0,45,3,84.0,19.0,25,22,4.47,0
51,Female,PhD,Gurgaon,Swiggy,Senior Software Engineer,Defense,Full-time,30,2135915,95188,5091.0,8190.0,0.0,0,0.0,793,3,57,3,67.0,13.0,50,24,4.98,1
42,Female,Diploma,Agra,Wipro,IT Consultant,FinTech,Full-time,19,1417076,48104,133772.0,5983.0,,0,0.0,618,3,41,1,93.0,14.0,75,34,4.2,0
42,Female,Master,Moradabad,KPIT Technologies,Lead Engineer,Telecom,Full-time,20,1414123,54479,71711.0,24050.0,993236.0,19864,0.1686,700,1,45,0,112.0,3.0,0,34,4.47,0
40,Male,Bachelor,Jalandhar,IBM India,Lead Engineer,EdTech,Remote,19,1303899,58543,402622.0,44738.0,,0,0.0,605,3,43,4,101.0,16.0,75,35,4.26,0
37,Male,Bachelor,Raipur,Net Solutions,Senior Data Scientist,Banking,Remote,15,1116022,34506,88256.0,5459.0,0.0,0,0.0,586,4,29,5,32.0,9.0,75,38,3.27,0
57,Male,Master,Udaipur,Cyient DLM,Director of Engineering,Government,Full-time,33,2117354,79409,19064.0,1865.0,784997.0,15699,0.089,813,3,69,0,34.0,22.0,75,30,4.8,1
24,Female,Master,Bikaner,NIIT Technologies,Cloud Architect,Startup,Hybrid,1,433988,17081,25327.0,67790.0,0.0,0,0.0,480,2,7,0,102.0,0.0,50,35,3.09,0
